firstpost_date	url	url_expansion_data_url	url_expansion_data_topsy_expanded_url	content	trackback_author_nick	trackback_author_name
1358091909	http://twitter.com/dwijgad/status/290484637795483648	Not Available	Not Available	u'@lfc_fan_gossip Allen starting , sturridge on the bench I was lost when I say the team sheet bad decisions taken by rodgers #disgusted #sad'	dwijgad	Dwij gadhia
1348108878	http://twitter.com/morgansher/status/248612769929232386	Not Available	Not Available	u'@COLL143SHER @SileSkelley @angelme #VETS #SAD this vet is just #disgusted'	morgansher	Morgan Sheridan
1369103610	http://twitter.com/laceykk/status/336671062026752000	Not Available	Not Available	u'@ashleyslzr that girl needs to smarten up, grow up and start taking responsibility. Has she not learned anything? #annoyed #disgusted #sad'	laceykk	lacey k
1376360076	http://twitter.com/lukeirwin17/status/367106886048288768	Not Available	Not Available	u'@Drew_Milavec18 i thought the captain was supposed to lead by example but i obviously thought wrong :( #dissapointed #disgusted #sad'	leirwin17	Luke Irwin
1375397926	http://twitter.com/r2tconsult/status/363071334978293760	Not Available	Not Available	u'RT @morval11: I think the @ukhomeoffice #immigrationoffenders tweets are the scariest things I\u2019ve ever seen on Twitter. #disgusted #sad'	r2tconsult	Stella Ajike
1399469422	http://twitter.com/sosaescobar/status/464034506756734976	Not Available	Not Available	u'RT @Jcoccia0184: #BringBackOurGirls \nDO NOT ASK.. \nDO NOT WANT..\nDO NOT PLEAD..\nMUST.\nMUST.\nMUST.\nNOT NEGOTIATE\nTHIS MUST HAPPEN SOON!!!\n#D\u2026'	sosaescobar	mobb
1355521645	http://twitter.com/aknapp12/status/279704170825654273	Not Available	Not Available	u'RT @MakennaBean: The psycho people that think its ok to kill little children. #disgusted #sad  Pray for the people of  Newtown.'	aknapp12	Abbey Knapp
1357319508	http://twitter.com/alyssarand/status/287244952814100481	Not Available	Not Available	u"RT @tayturnz: So glad they found out who did it. I hope you both burn in hell, you're both sick and twisted. #disgusted  #sad"	alyssarand	Alyssarand
1348943761	http://twitter.com/amandamaier15/status/252114524822446080	Not Available	Not Available	u'RT @kellsmasukevich: 3 days and itll be a year since fred died.. Unfuckinbelievable . #disgusted #sad #rip'	amandamaier15	Amanda Maier⚓
1366771983	http://twitter.com/hopehassan26/status/326891508567531522	Not Available	Not Available	u'@michaeldweiss unless it involves a tv interview or family vacation, NOTHING moves #obama. #disgusted #sad #disturbed. I want my vote back'	hopehassan26	Hope 
